article,chunk_name,png_path,code,functions,function_labels
320-the-basis-of-bubble-plot,thecode4-1,images/320-the-basis-of-bubble-plot/thecode4-1.png,"# Libraries
library(ggplot2)
library(dplyr)
library(hrbrthemes)
library(viridis)

# The dataset is provided in the gapminder library
library(gapminder)
data <- gapminder %>% filter(year==""2007"") %>% dplyr::select(-year)

# Most basic bubble plot
data %>%
  arrange(desc(pop)) %>%
  mutate(country = factor(country, country)) %>%
  ggplot(aes(x=gdpPercap, y=lifeExp, size=pop, fill=continent)) +
    geom_point(alpha=0.5, shape=21, color=""black"") +
    scale_size(range = c(.1, 24), name=""Population (M)"") +
    scale_fill_viridis(discrete=TRUE, guide=FALSE, option=""A"") +
    theme_ipsum() +
    theme(legend.position=""bottom"") +
    ylab(""Life Expectancy"") +
    xlab(""Gdp per Capita"") +
    theme(legend.position = ""none"")","library,<-,%>%,filter,==,select,-,+,arrange,desc,mutate,factor,ggplot,aes,geom_point,scale_size,c,scale_fill_viridis,theme_ipsum,theme,ylab,xlab",geom_point
325-background-map-from-geojson-format-in-r,thecode4-1,images/325-background-map-from-geojson-format-in-r/thecode4-1.png,"# Select only the region #6
spdf@data$mystate = substr( spdf@data$code, 1, 2)
spdf_region_6 = spdf[ spdf@data$mystate == ""06"" , ]

# plot the selected are with sp
library(sp)
par(mar=c(0,0,0,0))
plot(spdf_region_6, col=""grey"")","=,$,@,substr,[,==,library,par,c,plot",
325-background-map-from-geojson-format-in-r,thecode5-1,images/325-background-map-from-geojson-format-in-r/thecode5-1.png,"# 'fortify' the data to get a dataframe format required by ggplot2
library(broom)
spdf_fortified <- tidy(spdf_region_6)

# Plot it
library(ggplot2)
ggplot() +
  geom_polygon(data = spdf_fortified, aes( x = long, y = lat, group = group), fill=""#69b3a2"", color=""white"") +
  theme_void() +
  coord_map()","library,<-,tidy,+,ggplot,geom_polygon,aes,theme_void,coord_map",geom_polygon
327-chloropleth-map-from-geojson-with-ggplot2,thecode10-1,images/327-chloropleth-map-from-geojson-with-ggplot2/thecode10-1.png,"#plot(spdf)

# I need to fortify the data AND keep trace of the commune code! (Takes ~2 minutes)
library(broom)
spdf_fortified <- tidy(spdf, region = ""code"")

# Now I can plot this shape easily as described before:
library(ggplot2)
ggplot() +
  geom_polygon(data = spdf_fortified, aes( x = long, y = lat, group = group), fill=""white"", color=""grey"") +
  theme_void() +
  coord_map()","library,<-,tidy,+,ggplot,geom_polygon,aes,theme_void,coord_map",geom_polygon
327-chloropleth-map-from-geojson-with-ggplot2,thecode2-1,images/327-chloropleth-map-from-geojson-with-ggplot2/thecode2-1.png,"# read data
data <- read.table(""https://raw.githubusercontent.com/holtzy/R-graph-gallery/master/DATA/data_on_french_states.csv"", header=T, sep="";"")
head(data)

# Distribution of the number of restaurant?
library(dplyr)
data %>%
  ggplot( aes(x=nb_equip)) +
    geom_histogram(bins=20, fill='skyblue', color='#69b3a2') + scale_x_log10()","<-,read.table,head,library,+,%>%,ggplot,aes,geom_histogram,scale_x_log10",geom_histogram
327-chloropleth-map-from-geojson-with-ggplot2,thecode3-1,images/327-chloropleth-map-from-geojson-with-ggplot2/thecode3-1.png,"ggplot() +
  geom_polygon(data = spdf_fortified, aes(fill = nb_equip, x = long, y = lat, group = group)) +
  theme_void() +
  coord_map()","+,ggplot,geom_polygon,aes,theme_void,coord_map",geom_polygon
327-chloropleth-map-from-geojson-with-ggplot2,thecode9-1,images/327-chloropleth-map-from-geojson-with-ggplot2/thecode9-1.png,"library(viridis)
p <- ggplot() +
  geom_polygon(data = spdf_fortified, aes(fill = nb_equip, x = long, y = lat, group = group) , size=0, alpha=0.9) +
  theme_void() +
  scale_fill_viridis(trans = ""log"", breaks=c(1,5,10,20,50,100), name=""Number of restaurant"", guide = guide_legend( keyheight = unit(3, units = ""mm""), keywidth=unit(12, units = ""mm""), label.position = ""bottom"", title.position = 'top', nrow=1) ) +
  labs(
    title = ""South of France Restaurant concentration"",
    subtitle = ""Number of restaurant per city district"",
    caption = ""Data: INSEE | Creation: Yan Holtz | r-graph-gallery.com""
  ) +
  theme(
    text = element_text(color = ""#22211d""),
    plot.background = element_rect(fill = ""#f5f5f2"", color = NA),
    panel.background = element_rect(fill = ""#f5f5f2"", color = NA),
    legend.background = element_rect(fill = ""#f5f5f2"", color = NA),

    plot.title = element_text(size= 22, hjust=0.01, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.4, l = 2, unit = ""cm"")),
    plot.subtitle = element_text(size= 17, hjust=0.01, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.43, l = 2, unit = ""cm"")),
    plot.caption = element_text( size=12, color = ""#4e4d47"", margin = margin(b = 0.3, r=-99, unit = ""cm"") ),

    legend.position = c(0.7, 0.09)
  ) +
  coord_map()
p","library,<-,+,ggplot,geom_polygon,aes,theme_void,scale_fill_viridis,c,guide_legend,unit,labs,theme,element_text,element_rect,margin,-,coord_map",geom_polygon
328-hexbin-map-of-the-usa,thecode-1,images/328-hexbin-map-of-the-usa/thecode-1.png,"# library
library(tidyverse)
library(geojsonio)
library(RColorBrewer)
library(rgdal)

# Download the Hexagones boundaries at geojson format here: https://team.carto.com/u/andrew/tables/andrew.us_states_hexgrid/public/map.

# Load this file. (Note: I stored in a folder called DATA)
spdf <- geojson_read(""DATA/us_states_hexgrid.geojson.json"",  what = ""sp"")

# Bit of reformating
spdf@data = spdf@data %>%
  mutate(google_name = gsub("" \\(United States\\)"", """", google_name))

# Show it
plot(spdf)","library,<-,geojson_read,=,@,%>%,mutate,gsub,plot",
328-hexbin-map-of-the-usa,thecode2-1,images/328-hexbin-map-of-the-usa/thecode2-1.png,"
# I need to 'fortify' the data to be able to show it with ggplot2 (we need a data frame format)
library(broom)
spdf@data = spdf@data %>% mutate(google_name = gsub("" \\(United States\\)"", """", google_name))
spdf_fortified <- tidy(spdf, region = ""google_name"")

# Calculate the centroid of each hexagon to add the label:
library(rgeos)
centers <- cbind.data.frame(data.frame(gCentroid(spdf, byid=TRUE), id=spdf@data$iso3166_2))
 
# Now I can plot this shape easily as described before:
ggplot() +
  geom_polygon(data = spdf_fortified, aes( x = long, y = lat, group = group), fill=""skyblue"", color=""white"") +
  geom_text(data=centers, aes(x=x, y=y, label=id)) +
  theme_void() +
  coord_map()","library,=,@,%>%,mutate,gsub,<-,tidy,cbind.data.frame,data.frame,gCentroid,$,+,ggplot,geom_polygon,aes,geom_text,theme_void,coord_map","geom_polygon,geom_text"
328-hexbin-map-of-the-usa,thecode3-1,images/328-hexbin-map-of-the-usa/thecode3-1.png,"# Load mariage data
data <- read.table(""https://raw.githubusercontent.com/holtzy/R-graph-gallery/master/DATA/State_mariage_rate.csv"", header=T, sep="","", na.strings=""---"")
 
# Distribution of the marriage rate?
data %>% 
  ggplot( aes(x=y_2015)) + 
    geom_histogram(bins=20, fill='#69b3a2', color='white') + 
    scale_x_continuous(breaks = seq(1,30))","<-,read.table,+,%>%,ggplot,aes,geom_histogram,scale_x_continuous,seq",geom_histogram
328-hexbin-map-of-the-usa,thecode4-1,images/328-hexbin-map-of-the-usa/thecode4-1.png,"# Merge geospatial and numerical information
spdf_fortified <- spdf_fortified %>%
  left_join(. , data, by=c(""id""=""state"")) 
 
# Make a first chloropleth map
ggplot() +
  geom_polygon(data = spdf_fortified, aes(fill =  y_2015, x = long, y = lat, group = group)) +
  scale_fill_gradient(trans = ""log"") +
  theme_void() +
  coord_map()","<-,%>%,left_join,c,+,ggplot,geom_polygon,aes,scale_fill_gradient,theme_void,coord_map",geom_polygon
328-hexbin-map-of-the-usa,thecode5-1,images/328-hexbin-map-of-the-usa/thecode5-1.png,"# Prepare binning
spdf_fortified$bin <- cut( spdf_fortified$y_2015 , breaks=c(seq(5,10), Inf), labels=c(""5-6"", ""6-7"", ""7-8"", ""8-9"", ""9-10"", ""10+"" ), include.lowest = TRUE )
 
# Prepare a color scale coming from the viridis color palette
library(viridis)
my_palette <- rev(magma(8))[c(-1,-8)]
 
# plot
ggplot() +
  geom_polygon(data = spdf_fortified, aes(fill = bin, x = long, y = lat, group = group) , size=0, alpha=0.9) +
  geom_text(data=centers, aes(x=x, y=y, label=id), color=""white"", size=3, alpha=0.6) +
  theme_void() +
  scale_fill_manual( 
    values=my_palette, 
    name=""Wedding per 1000 people in 2015"", 
    guide = guide_legend( keyheight = unit(3, units = ""mm""), keywidth=unit(12, units = ""mm""), label.position = ""bottom"", title.position = 'top', nrow=1) 
  ) +
  ggtitle( ""A map of marriage rates, state by state"" ) +
  theme(
    legend.position = c(0.5, 0.9),
    text = element_text(color = ""#22211d""),
    plot.background = element_rect(fill = ""#f5f5f2"", color = NA), 
    panel.background = element_rect(fill = ""#f5f5f2"", color = NA), 
    legend.background = element_rect(fill = ""#f5f5f2"", color = NA),
    plot.title = element_text(size= 22, hjust=0.5, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.4, l = 2, unit = ""cm"")),
  )","<-,$,cut,c,seq,library,[,rev,magma,-,+,ggplot,geom_polygon,aes,geom_text,theme_void,scale_fill_manual,guide_legend,unit,ggtitle,theme,element_text,element_rect,margin","geom_polygon,geom_text"
329-hexbin-map-for-distribution,thecode-1,images/329-hexbin-map-for-distribution/thecode-1.png,"# Libraries
library(tidyverse)
library(viridis)
library(hrbrthemes)
library(mapdata)

# Load dataset from github
data <- read.table(""https://raw.githubusercontent.com/holtzy/data_to_viz/master/Example_dataset/17_ListGPSCoordinates.csv"", sep="","", header=T)

# Get the world polygon
world <- map_data(""world"")

# plot
ggplot(data, aes(x=homelon, y=homelat)) + 
    geom_polygon(data = world, aes(x=long, y = lat, group = group), fill=""grey"", alpha=0.3) +
    geom_bin2d(bins=100) +
    ggplot2::annotate(""text"", x = 175, y = 80, label=""Where people tweet about #Surf"", colour = ""black"", size=4, alpha=1, hjust=1) +
    ggplot2::annotate(""segment"", x = 100, xend = 175, y = 73, yend = 73, colour = ""black"", size=0.2, alpha=1) +
    theme_void() +
    ylim(-70, 80) +
    scale_fill_viridis(
      trans = ""log"", 
      breaks = c(1,7,54,403,3000),
      name=""Tweet # recorded in 8 months"", 
      guide = guide_legend( keyheight = unit(2.5, units = ""mm""), keywidth=unit(10, units = ""mm""), label.position = ""bottom"", title.position = 'top', nrow=1) 
    )  +
    ggtitle( """" ) +
    theme(
      legend.position = c(0.8, 0.09),
      legend.title=element_text(color=""black"", size=8),
      text = element_text(color = ""#22211d""),
      plot.title = element_text(size= 13, hjust=0.1, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.4, l = 2, unit = ""cm"")),
    ) ","library,<-,read.table,map_data,+,ggplot,aes,geom_polygon,geom_bin2d,annotate,theme_void,ylim,-,scale_fill_viridis,c,guide_legend,unit,ggtitle,theme,element_text,margin","geom_polygon,geom_bin2d"
329-hexbin-map-for-distribution,thecode2-1,images/329-hexbin-map-for-distribution/thecode2-1.png,"# Libraries
library(tidyverse)
library(viridis)
library(hrbrthemes)
library(mapdata)

# Load dataset from github
data <- read.table(""https://raw.githubusercontent.com/holtzy/data_to_viz/master/Example_dataset/17_ListGPSCoordinates.csv"", sep="","", header=T)

# plot
data %>%
  filter(homecontinent=='Europe') %>%
  ggplot( aes(x=homelon, y=homelat)) + 
    geom_hex(bins=59) +
    ggplot2::annotate(""text"", x = -27, y = 72, label=""Where people tweet about #Surf"", colour = ""black"", size=5, alpha=1, hjust=0) +
    ggplot2::annotate(""segment"", x = -27, xend = 10, y = 70, yend = 70, colour = ""black"", size=0.2, alpha=1) +
    theme_void() +
    xlim(-30, 70) +
    ylim(24, 72) +
    scale_fill_viridis(
      option=""B"",
      trans = ""log"", 
      breaks = c(1,7,54,403,3000),
      name=""Tweet # recorded in 8 months"", 
      guide = guide_legend( keyheight = unit(2.5, units = ""mm""), keywidth=unit(10, units = ""mm""), label.position = ""bottom"", title.position = 'top', nrow=1) 
    )  +
    ggtitle( """" ) +
    theme(
      legend.position = c(0.8, 0.09),
      legend.title=element_text(color=""black"", size=8),
      text = element_text(color = ""#22211d""),
      plot.background = element_rect(fill = ""#f5f5f2"", color = NA), 
      panel.background = element_rect(fill = ""#f5f5f2"", color = NA), 
      legend.background = element_rect(fill = ""#f5f5f2"", color = NA),
      plot.title = element_text(size= 13, hjust=0.1, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.4, l = 2, unit = ""cm"")),
    ) 
","library,<-,read.table,+,%>%,filter,==,ggplot,aes,geom_hex,annotate,-,theme_void,xlim,ylim,scale_fill_viridis,c,guide_legend,unit,ggtitle,theme,element_text,element_rect,margin",
331-basic-cartogram,thecode-1,images/331-basic-cartogram/thecode-1.png,"# Get the shape file of Africa
library(maptools)
data(wrld_simpl)
afr=wrld_simpl[wrld_simpl$REGION==2,]
 
# We can visualize the region's boundaries with the plot function
plot(afr)","library,data,=,[,==,$,plot",
331-basic-cartogram,thecode2-1,images/331-basic-cartogram/thecode2-1.png,"# We work with the cartogram library 
library(cartogram)
 
# construct a cartogram using the population in 2005
afr_cartogram <- cartogram(afr, ""POP2005"", itermax=5)
 
# This is a new geospatial object, we can visualise it!
plot(afr_cartogram)","library,<-,cartogram,plot",cartogram
331-basic-cartogram,thecode3-1,images/331-basic-cartogram/thecode3-1.png,"# It is a new geospatial object: we can use all the usual techniques on it! Let's start with a basic ggplot2 chloropleth map:
library(tidyverse)
library(broom)
spdf_fortified <- tidy(afr_cartogram)
spdf_fortified = spdf_fortified %>% left_join(. , afr_cartogram@data, by=c(""id""=""ISO3"")) 
ggplot() +
  geom_polygon(data = spdf_fortified, aes(fill = POP2005, x = long, y = lat, group = group) , size=0, alpha=0.9) +
  coord_map() +
  theme_void()
 ","library,<-,tidy,=,%>%,left_join,@,c,+,ggplot,geom_polygon,aes,coord_map,theme_void",geom_polygon
331-basic-cartogram,thecode4-1,images/331-basic-cartogram/thecode4-1.png,"# As seen before, we can do better with a bit of customization
library(viridis)
ggplot() +
  geom_polygon(data = spdf_fortified, aes(fill = POP2005/1000000, x = long, y = lat, group = group) , size=0, alpha=0.9) +
  theme_void() +
  scale_fill_viridis(name=""Population (M)"", breaks=c(1,50,100, 140), guide = guide_legend( keyheight = unit(3, units = ""mm""), keywidth=unit(12, units = ""mm""), label.position = ""bottom"", title.position = 'top', nrow=1)) +
  labs( title = ""Africa 2005 Population"" ) +
  ylim(-35,35) +
  theme(
    text = element_text(color = ""#22211d""), 
    plot.background = element_rect(fill = ""#f5f5f4"", color = NA), 
    panel.background = element_rect(fill = ""#f5f5f4"", color = NA), 
    legend.background = element_rect(fill = ""#f5f5f4"", color = NA),
    plot.title = element_text(size= 22, hjust=0.5, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.4, l = 2, unit = ""cm"")),
    legend.position = c(0.2, 0.26)
  ) +
  coord_map()","library,+,ggplot,geom_polygon,aes,/,theme_void,scale_fill_viridis,c,guide_legend,unit,labs,ylim,-,theme,element_text,element_rect,margin,coord_map",geom_polygon
332-hexbin-chloropleth-cartogram,thecode-1,images/332-hexbin-chloropleth-cartogram/thecode-1.png,"# library
library(tidyverse)
library(geojsonio)
library(RColorBrewer)
library(rgdal)

# Hexagones boundaries at geojson format were found here, and stored on my github https://team.carto.com/u/andrew/tables/andrew.us_states_hexgrid/public/map.

# Load this file.
spdf <- geojson_read(""https://raw.githubusercontent.com/holtzy/R-graph-gallery/master/DATA/us_states_hexgrid.geojson.json"",  what = ""sp"")

# Bit of reformating
spdf@data = spdf@data %>% 
  mutate(google_name = gsub("" \\(United States\\)"", """", google_name))

# Show it
plot(spdf)","library,<-,geojson_read,=,@,%>%,mutate,gsub,plot",
332-hexbin-chloropleth-cartogram,thecode2-1,images/332-hexbin-chloropleth-cartogram/thecode2-1.png,"# Library
library(cartogram)

# Load the population per states (source: https://www.census.gov/data/tables/2017/demo/popest/nation-total.html)
pop <- read.table(""https://raw.githubusercontent.com/holtzy/R-graph-gallery/master/DATA/pop_US.csv"", sep="","", header=T)
pop$pop <- pop$pop / 1000000
 
# merge both
spdf@data <- spdf@data %>% left_join(., pop, by=c(""google_name""=""state""))

# Compute the cartogram, using this population information
cartogram <- cartogram(spdf, 'pop')
 
# First look!
plot(cartogram)","library,<-,read.table,$,/,@,%>%,left_join,c,cartogram,plot",cartogram
332-hexbin-chloropleth-cartogram,thecode3-1,images/332-hexbin-chloropleth-cartogram/thecode3-1.png,"# Library
library(broom) # for the tidy function
library(rgeos) # for the gcentroid function

# tidy data to be drawn by ggplot2 (broom library of the tidyverse)
carto_fortified <- tidy(cartogram, region = ""google_name"")
carto_fortified <- carto_fortified %>% 
  left_join(. , cartogram@data, by=c(""id""=""google_name"")) 
 
# Calculate the position of state labels
centers <- cbind.data.frame(data.frame(gCentroid(cartogram, byid=TRUE), id=cartogram@data$iso3166_2))
 
# plot
ggplot() +
  geom_polygon(data = carto_fortified, aes(fill = pop, x = long, y = lat, group = group) , size=0.05, alpha=0.9, color=""black"") +
  scale_fill_gradientn(
    colours=brewer.pal(7,""BuPu""), name=""population (in M)"", 
    guide=guide_legend( keyheight = unit(3, units = ""mm""), 
                        keywidth=unit(12, units = ""mm""), 
                        title.position = 'top', 
                        label.position = ""bottom"") 
  ) +
  geom_text(data=centers, aes(x=x, y=y, label=id), color=""white"", size=3, alpha=0.6) +
  theme_void() +
  ggtitle( ""Another look on the US population"" ) +
  
  theme(
    legend.position = c(0.5, 0.9),
    legend.direction = ""horizontal"",
    text = element_text(color = ""#22211d""),
    plot.background = element_rect(fill = ""#f5f5f9"", color = NA), 
    panel.background = element_rect(fill = ""#f5f5f9"", color = NA), 
    legend.background = element_rect(fill = ""#f5f5f9"", color = NA),
    plot.title = element_text(size= 22, hjust=0.5, color = ""#4e4d47"", margin = margin(b = -0.1, t = 0.4, l = 2, unit = ""cm"")),
  ) +
  coord_map()
","library,<-,tidy,%>%,left_join,@,c,cbind.data.frame,data.frame,gCentroid,$,+,ggplot,geom_polygon,aes,scale_fill_gradientn,brewer.pal,guide_legend,unit,geom_text,theme_void,ggtitle,theme,element_text,element_rect,margin,-,coord_map","geom_polygon,geom_text"
